,f0,f1,t0,t1,dB0,dB1,dist,utime,ufreq
833,515,447,11.192018140589571,13.25859410430839,15.0,24.0,112,2.0,68
834,515,618,11.192018140589571,12.770975056689347,15.0,25.0,123,2.0,103
835,515,655,11.192018140589571,13.537233560090703,15.0,15.0,173,2.0,140
836,515,820,11.192018140589571,12.747755102040815,15.0,3.0,312,2.0,305
837,515,41,12.747755102040815,14.721451247165533,24.0,16.0,482,2.0,474
838,515,69,12.747755102040815,15.116190476190473,24.0,18.0,458,2.0,446
839,515,292,12.747755102040815,14.303492063492065,24.0,13.0,233,2.0,223
840,515,613,12.747755102040815,14.303492063492065,24.0,20.0,119,2.0,98
841,515,656,12.747755102040815,14.32671201814059,24.0,17.0,157,2.0,141
842,447,41,13.25859410430839,14.721451247165533,24.0,16.0,411,1.0,406
843,447,69,13.25859410430839,15.116190476190473,24.0,18.0,386,2.0,378
844,447,67,13.25859410430839,16.068208616780044,24.0,34.0,399,3.0,380
845,447,292,13.25859410430839,14.303492063492065,24.0,13.0,161,1.0,155
846,447,227,13.25859410430839,15.882448979591837,24.0,12.0,247,3.0,220
847,447,613,13.25859410430839,14.303492063492065,24.0,20.0,172,1.0,166
848,447,465,13.25859410430839,15.975328798185942,24.0,21.0,118,3.0,18
849,447,656,13.25859410430839,14.32671201814059,24.0,17.0,214,1.0,209
850,447,656,13.25859410430839,15.928888888888887,24.0,16.0,239,3.0,209
851,447,627,13.25859410430839,16.207528344671204,24.0,7.0,220,3.0,180
852,613,197,14.303492063492065,17.04344671201814,20.0,27.0,432,3.0,416
853,613,227,14.303492063492065,15.882448979591837,20.0,12.0,392,2.0,386
854,613,213,14.303492063492065,16.34684807256236,20.0,23.0,410,2.0,400
855,613,465,14.303492063492065,15.975328798185942,20.0,21.0,165,2.0,148
856,613,434,14.303492063492065,16.46294784580499,20.0,23.0,202,2.0,179
857,613,656,14.303492063492065,15.928888888888887,20.0,16.0,82,2.0,43
858,613,627,14.303492063492065,16.207528344671204,20.0,7.0,83,2.0,14
859,613,673,14.303492063492065,17.136326530612244,20.0,20.0,136,3.0,60
860,613,829,14.303492063492065,17.159546485260773,20.0,3.0,249,3.0,216
861,465,197,15.975328798185942,17.04344671201814,21.0,27.0,272,1.0,268
862,465,69,15.975328798185942,18.274104308390022,21.0,22.0,408,2.0,396
863,465,211,15.975328798185942,17.29886621315193,21.0,22.0,260,1.0,254
864,465,366,15.975328798185942,18.250884353741494,21.0,13.0,139,2.0,99
865,465,478,15.975328798185942,17.41496598639456,21.0,22.0,63,1.0,13
866,465,549,15.975328798185942,18.250884353741494,21.0,18.0,129,2.0,84
